,,,0
Разработчик Python,key_skills_uniques,PostgreSQL,1
Разработчик Python,key_skills_uniques,SQLite,1
Разработчик Python,key_skills_uniques,MS Visio,1
Разработчик Python,key_skills_uniques,pytest/unittest,1
Разработчик Python,key_skills_uniques,asyncio,1
Разработчик Python/PHP,salary_from_uniques,120000.0,1
Разработчик Python/PHP,salary_to_uniques,150000.0,1
Разработчик Python/PHP,experience_uniques,От 1 года до 3 лет,1
Разработчик Python/PHP,employment_uniques,Полная занятость,1
Разработчик Python/PHP,schedule_uniques,Полный день,1
Разработчик Python/PHP,key_skills_uniques,Python,1
Разработчик Python/PHP,key_skills_uniques,PostgreSQL,1
Разработчик Python/PHP,key_skills_uniques,PHP,1
Разработчик React Native,salary_from_uniques,50000.0,1
Разработчик React Native,salary_to_uniques,100000.0,1
Разработчик React Native,experience_uniques,От 1 года до 3 лет,1
Разработчик React Native,employment_uniques,Полная занятость,1
Разработчик React Native,schedule_uniques,Удаленная работа,1
Разработчик React Native,key_skills_uniques,UiKitten,1
Разработчик React Native,key_skills_uniques,RN,1
Разработчик React Native,key_skills_uniques,redux,1
Разработчик React Native,key_skills_uniques,ReactNative,1
Разработчик React Native,key_skills_uniques,программирование,1
Разработчик React Native,key_skills_uniques,разработка приложения,1
Разработчик React Native,key_skills_uniques,socketio,1
Разработчик SQL,experience_uniques,От 3 до 6 лет,1
Разработчик SQL,employment_uniques,Полная занятость,1
Разработчик SQL,schedule_uniques,Полный день,1
Разработчик SQL,key_skills_uniques,SQL,1
Разработчик SQL,key_skills_uniques,MS SQL,1
Разработчик SQL,key_skills_uniques,Transact-SQL,1
Разработчик SQL,key_skills_uniques,MS SQL Server,1
Разработчик SQL,key_skills_uniques,Delphi,1
"Разработчик SQL, С#",experience_uniques,Нет опыта,1
"Разработчик SQL, С#",employment_uniques,Полная занятость,1
"Разработчик SQL, С#",schedule_uniques,Полный день,1
"Разработчик SQL, С#",key_skills_uniques,C#,1
"Разработчик SQL, С#",key_skills_uniques,MS SQL,1
"Разработчик SQL, С#",key_skills_uniques,MS SQL Server,1
"Разработчик SQL, С#",key_skills_uniques,SQL,1
Разработчик Unity / Unity developer,experience_uniques,От 1 года до 3 лет,1
Разработчик Unity / Unity developer,employment_uniques,Полная занятость,1
Разработчик Unity / Unity developer,schedule_uniques,Полный день,1
Разработчик Unity 3D / Программист C# Software Developer VR & AR,salary_from_uniques,0.0,1
Разработчик Unity 3D / Программист C# Software Developer VR & AR,salary_to_uniques,150000.0,1
Разработчик Unity 3D / Программист C# Software Developer VR & AR,experience_uniques,От 3 до 6 лет,1
Разработчик Unity 3D / Программист C# Software Developer VR & AR,employment_uniques,Полная занятость,1
Разработчик Unity 3D / Программист C# Software Developer VR & AR,schedule_uniques,Полный день,1
"Разработчик front end / Ведущий front end разработчик (JavaScript, React+Redux)",experience_uniques,От 1 года до 3 лет,1
"Разработчик front end / Ведущий front end разработчик (JavaScript, React+Redux)",employment_uniques,Полная занятость,1
"Разработчик front end / Ведущий front end разработчик (JavaScript, React+Redux)",schedule_uniques,Полный день,1
"Разработчик front end / Ведущий front end разработчик (JavaScript, React+Redux)",key_skills_uniques,SPA,1
"Разработчик front end / Ведущий front end разработчик (JavaScript, React+Redux)",key_skills_uniques,JavaScript,1
"Разработчик front end / Ведущий front end разработчик (JavaScript, React+Redux)",key_skills_uniques,redux,1
"Разработчик front end / Ведущий front end разработчик (JavaScript, React+Redux)",key_skills_uniques,Linux,1
"Разработчик front end / Ведущий front end разработчик (JavaScript, React+Redux)",key_skills_uniques,React,1
Разработчик iOS,experience_uniques,От 1 года до 3 лет,1
Разработчик iOS,employment_uniques,Полная занятость,1
Разработчик iOS,schedule_uniques,Полный день,1
Разработчик iOS,key_skills_uniques,Animation,1
Разработчик iOS,key_skills_uniques,Objective-C,1
Разработчик iOS,key_skills_uniques,Swift,1
Разработчик iOS,key_skills_uniques,iOS,1
Разработчик iOS (SDK) Senior/Middle,salary_from_uniques,160000.0,1
Разработчик iOS (SDK) Senior/Middle,salary_to_uniques,0.0,1
Разработчик iOS (SDK) Senior/Middle,experience_uniques,От 3 до 6 лет,1
Разработчик iOS (SDK) Senior/Middle,employment_uniques,Полная занятость,1
Разработчик iOS (SDK) Senior/Middle,schedule_uniques,Гибкий график,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,Git,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,AutoLayout,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,Objective C,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,NSOperation,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,UIKit,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,Swift 4,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,MVC,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,Xcode,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,BLE,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,Desktop,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,QuartzCore,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,VIPER,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,MVVM,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,Cocoa Touch,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,CoreData,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,WEB,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,NSURLSession,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,MVP,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,CoreAnimation,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,iOS,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,CoreGraphics,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,GCD,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,AFNetworking,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,REST API,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,Unit Testing,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,SQLite,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,MagicalRecord,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,JSON,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,RestKit,1
Разработчик iOS (SDK) Senior/Middle,key_skills_uniques,iOS SDK,1
Разработчик iOS и Android приложений,salary_from_uniques,100000.0,1
Разработчик iOS и Android приложений,salary_to_uniques,200000.0,1
Разработчик iOS и Android приложений,experience_uniques,От 3 до 6 лет,1
Разработчик iOS и Android приложений,employment_uniques,Полная занятость,1
Разработчик iOS и Android приложений,schedule_uniques,Полный день,1
Разработчик iOS и Android приложений,key_skills_uniques,HTML,1
Разработчик iOS и Android приложений,key_skills_uniques,JSON,1
Разработчик iOS и Android приложений,key_skills_uniques,iOS,1
Разработчик iOS и Android приложений,key_skills_uniques,Git,1
Разработчик iOS и Android приложений,key_skills_uniques,firebase,1
Разработчик iOS и Android приложений,key_skills_uniques,SQL,1
Разработчик iOS и Android приложений,key_skills_uniques,Android,1
Разработчик iOS и Android приложений,key_skills_uniques,MySQL,1
Разработчик iOS и Android приложений,key_skills_uniques,JSON API,1
Разработчик iOS и Android приложений,key_skills_uniques,разработка мобильных приложений,1
Разработчик iOS и Android приложений,key_skills_uniques,JavaScript,1
Разработчик iOS и Android приложений,key_skills_uniques,HTML5,1
Разработчик iOS и Android приложений,key_skills_uniques,XML,1
Разработчик iOS и Android приложений,key_skills_uniques,react,1
Разработчик iOS и Android приложений,key_skills_uniques,REST,1
Разработчик iOS и Android приложений,key_skills_uniques,CSS3,1
Разработчик С# / MS SQL (middle/senior),salary_from_uniques,0.0,1
Разработчик С# / MS SQL (middle/senior),salary_to_uniques,150000.0,1
Разработчик С# / MS SQL (middle/senior),experience_uniques,От 1 года до 3 лет,1
Разработчик С# / MS SQL (middle/senior),employment_uniques,Полная занятость,1
Разработчик С# / MS SQL (middle/senior),schedule_uniques,Полный день,1
Разработчик С# / MS SQL (middle/senior),key_skills_uniques,C#,1
Разработчик С# / MS SQL (middle/senior),key_skills_uniques,MS Visual Studio,1
Разработчик С# / MS SQL (middle/senior),key_skills_uniques,Transact-SQL,1
Разработчик С# / MS SQL (middle/senior),key_skills_uniques,MS SQL Server,1
Разработчик С# ASP.net WebForms,experience_uniques,От 3 до 6 лет,1
Разработчик С# ASP.net WebForms,employment_uniques,Полная занятость,1
Разработчик С# ASP.net WebForms,schedule_uniques,Удаленная работа,1
Разработчик С# ASP.net WebForms,key_skills_uniques,C#,1
Разработчик С# ASP.net WebForms,key_skills_uniques,.NET Framework,1
Разработчик С# ASP.net WebForms,key_skills_uniques,MS SQL Server,1
Разработчик С# ASP.net WebForms,key_skills_uniques,ASP.NET,1
Разработчик С# ASP.net WebForms,key_skills_uniques,jQuery,1
Разработчик С#/ASP.NET,salary_from_uniques,150000.0,1
Разработчик С#/ASP.NET,salary_to_uniques,0.0,1
Разработчик С#/ASP.NET,experience_uniques,От 3 до 6 лет,1
Разработчик С#/ASP.NET,employment_uniques,Полная занятость,1
Разработчик С#/ASP.NET,schedule_uniques,Полный день,1
Разработчик С++,salary_from_uniques,0.0,1
Разработчик С++,salary_to_uniques,170000.0,1
Разработчик С++,experience_uniques,От 1 года до 3 лет,2
Разработчик С++,employment_uniques,Полная занятость,2
Разработчик С++,schedule_uniques,Гибкий график,2
Разработчик С++,key_skills_uniques,STL,2
Разработчик С++,key_skills_uniques,C++,2
Разработчик С++,key_skills_uniques,C/C++,1
Разработчик С++,key_skills_uniques,Boost,1
Разработчик ЦФТ,experience_uniques,От 3 до 6 лет,1
Разработчик ЦФТ,employment_uniques,Полная занятость,1
Разработчик ЦФТ,schedule_uniques,Гибкий график,1
Разработчик алгоритмических торговых систем / Quantitative Researcher,salary_from_uniques,180000.0,1
Разработчик алгоритмических торговых систем / Quantitative Researcher,salary_to_uniques,0.0,1
Разработчик алгоритмических торговых систем / Quantitative Researcher,experience_uniques,От 1 года до 3 лет,1
Разработчик алгоритмических торговых систем / Quantitative Researcher,employment_uniques,Полная занятость,1
Разработчик алгоритмических торговых систем / Quantitative Researcher,schedule_uniques,Полный день,1
Разработчик аппаратного беспроводного устройства на основе Bluetooth 5/nRF,salary_from_uniques,2000.0,1
Разработчик аппаратного беспроводного устройства на основе Bluetooth 5/nRF,salary_to_uniques,80000.0,1
Разработчик аппаратного беспроводного устройства на основе Bluetooth 5/nRF,experience_uniques,Более 6 лет,1
Разработчик аппаратного беспроводного устройства на основе Bluetooth 5/nRF,employment_uniques,Проектная работа,1
Разработчик аппаратного беспроводного устройства на основе Bluetooth 5/nRF,schedule_uniques,Удаленная работа,1
Разработчик аппаратного беспроводного устройства на основе Bluetooth 5/nRF,key_skills_uniques,BLE,1
Разработчик аппаратного беспроводного устройства на основе Bluetooth 5/nRF,key_skills_uniques,nRF,1
Разработчик аппаратного беспроводного устройства на основе Bluetooth 5/nRF,key_skills_uniques,Программирование аппаратных устройств,1
Разработчик аппаратного беспроводного устройства на основе Bluetooth 5/nRF,key_skills_uniques,Знание Bluetooth 5,1
Разработчик базы данных,experience_uniques,От 1 года до 3 лет,1
Разработчик базы данных,employment_uniques,Полная занятость,1
Разработчик базы данных,schedule_uniques,Полный день,1
Разработчик базы данных,key_skills_uniques,Работа с базами данных,1
Разработчик базы данных,key_skills_uniques,MySQL,1
Разработчик базы данных,key_skills_uniques,Администрирование,1
Разработчик базы данных,key_skills_uniques,MS Access,1
Разработчик базы данных,key_skills_uniques,Базы данных,1
Разработчик базы данных,key_skills_uniques,Многозадачность,1
Разработчик базы данных,key_skills_uniques,СУБД,1
Разработчик банковских систем (Oracle PL/SQL),experience_uniques,От 1 года до 3 лет,1
Разработчик банковских систем (Oracle PL/SQL),employment_uniques,Полная занятость,1
Разработчик банковских систем (Oracle PL/SQL),schedule_uniques,Полный день,1
Разработчик мобильного SDK iOS,experience_uniques,От 1 года до 3 лет,1
Разработчик мобильного SDK iOS,employment_uniques,Полная занятость,1
Разработчик мобильного SDK iOS,schedule_uniques,Полный день,1
Разработчик мобильного SDK iOS,key_skills_uniques,Objective-C,1
Разработчик мобильного SDK iOS,key_skills_uniques,iOS,1
Разработчик мобильных приложений под Android,experience_uniques,От 3 до 6 лет,1
Разработчик мобильных приложений под Android,employment_uniques,Полная занятость,1
Разработчик мобильных приложений под Android,schedule_uniques,Полный день,1
Разработчик мобильных приложений под Android,key_skills_uniques,SQL,1
Разработчик мобильных приложений под Android,key_skills_uniques,Java,1
Разработчик мобильных приложений под Android,key_skills_uniques,C#,1
Разработчик мобильных приложений под Android,key_skills_uniques,Английский язык,1
Разработчик мобильных приложений под Android,key_skills_uniques,Android SDK,1
Разработчик мобильных приложений под Android,key_skills_uniques,Android,1
Разработчик мобильных приложений под iOS,experience_uniques,От 3 до 6 лет,1
Разработчик мобильных приложений под iOS,employment_uniques,Полная занятость,1
Разработчик мобильных приложений под iOS,schedule_uniques,Полный день,1
Разработчик мобильных приложений под iOS,key_skills_uniques,SQL,1
Разработчик мобильных приложений под iOS,key_skills_uniques,Objective-C,1
Разработчик мобильных приложений под iOS,key_skills_uniques,Английский язык,1
Разработчик мобильных приложений под iOS,key_skills_uniques,Mac Os,1
Разработчик мобильных приложений под iOS,key_skills_uniques,iOS,1
"Разработчик на C# (Senior), Москва",salary_from_uniques,0.0,1
"Разработчик на C# (Senior), Москва",salary_to_uniques,300000.0,1
"Разработчик на C# (Senior), Москва",experience_uniques,Более 6 лет,1
"Разработчик на C# (Senior), Москва",employment_uniques,Полная занятость,1
"Разработчик на C# (Senior), Москва",schedule_uniques,Полный день,1
"Разработчик на C# (Senior), Москва",key_skills_uniques,Entity Framework,1
"Разработчик на C# (Senior), Москва",key_skills_uniques,.NET Framework,1
"Разработчик на C# (Senior), Москва",key_skills_uniques,.NET Core,1
"Разработчик на C# (Senior), Москва",key_skills_uniques,PostgreSQL,1
"Разработчик на C# (Senior), Москва",key_skills_uniques,Git,1
"Разработчик на C# (Senior), Москва",key_skills_uniques,SQL,1
"Разработчик на C# (Senior), Москва",key_skills_uniques,C#,1
"Разработчик на C# (Senior), Москва",key_skills_uniques,ASP.NET,1
"Разработчик на Java (Senior), Москва",salary_from_uniques,0.0,1
"Разработчик на Java (Senior), Москва",salary_to_uniques,300000.0,1
"Разработчик на Java (Senior), Москва",experience_uniques,Более 6 лет,1
"Разработчик на Java (Senior), Москва",employment_uniques,Полная занятость,1
"Разработчик на Java (Senior), Москва",schedule_uniques,Полный день,1
"Разработчик на Java (Senior), Москва",key_skills_uniques,Java EE,1
"Разработчик на Java (Senior), Москва",key_skills_uniques,PostgreSQL,1
"Разработчик на Java (Senior), Москва",key_skills_uniques,Git,1
"Разработчик на Java (Senior), Москва",key_skills_uniques,SQL,1
"Разработчик на Java (Senior), Москва",key_skills_uniques,Spring Framework,1
"Разработчик на Java (Senior), Москва",key_skills_uniques,Docker,1
"Разработчик на Java (Senior), Москва",key_skills_uniques,Elasticsearch,1
"Разработчик на Java (Senior), Москва",key_skills_uniques,Hadoop,1
"Разработчик на Java (Senior), Москва",key_skills_uniques,Hibernate ORM,1
"Разработчик на Java (Senior), Москва",key_skills_uniques,Java SE,1
"Разработчик на Java (Senior), Москва",key_skills_uniques,Java,1
Разработчик на Moodle,salary_from_uniques,90000.0,1
Разработчик на Moodle,salary_to_uniques,0.0,1
Разработчик на Moodle,experience_uniques,От 1 года до 3 лет,1
Разработчик на Moodle,employment_uniques,Полная занятость,1
Разработчик на Moodle,schedule_uniques,Удаленная работа,1
Разработчик на Moodle,key_skills_uniques,PHP,1
Разработчик на Moodle,key_skills_uniques,MySQL,1
Разработчик на Moodle,key_skills_uniques,XML,1
Разработчик на Moodle,key_skills_uniques,moodle,1
Разработчик на Moodle,key_skills_uniques,Git,1
Разработчик на Moodle,key_skills_uniques,ООП,1
"Разработчик на Python (Senior), Москва",salary_from_uniques,0.0,1
"Разработчик на Python (Senior), Москва",salary_to_uniques,300000.0,1
"Разработчик на Python (Senior), Москва",experience_uniques,Более 6 лет,1
"Разработчик на Python (Senior), Москва",employment_uniques,Полная занятость,1
"Разработчик на Python (Senior), Москва",schedule_uniques,Полный день,1
"Разработчик на Python (Senior), Москва",key_skills_uniques,Linux,1
"Разработчик на Python (Senior), Москва",key_skills_uniques,Nginx,1
"Разработчик на Python (Senior), Москва",key_skills_uniques,Devops,1
"Разработчик на Python (Senior), Москва",key_skills_uniques,React,1
"Разработчик на Python (Senior), Москва",key_skills_uniques,Pandas,1
"Разработчик на Python (Senior), Москва",key_skills_uniques,Администрирование серверов Linux,1
"Разработчик на Python (Senior), Москва",key_skills_uniques,Node.js,1
"Разработчик на Python (Senior), Москва",key_skills_uniques,Python,1
"Разработчик на Python (Senior), Москва",key_skills_uniques,JavaScript,1
"Разработчик на Python (Senior), Москва",key_skills_uniques,MongoDB,1
"Разработчик на Python (Senior), Москва",key_skills_uniques,Django Framework,1
"Разработчик на Python (Senior), Москва",key_skills_uniques,Jenkins,1
"Разработчик на Python (Senior), Москва",key_skills_uniques,Vue,1
Разработчик образовательных программ и материалов,experience_uniques,От 1 года до 3 лет,1
Разработчик образовательных программ и материалов,employment_uniques,Полная занятость,1
Разработчик образовательных программ и материалов,schedule_uniques,Полный день,1
Разработчик образовательных программ и материалов,key_skills_uniques,Написание текстов,1
Разработчик образовательных программ и материалов,key_skills_uniques,Обучение,1
Разработчик образовательных программ и материалов,key_skills_uniques,Разработка интерактивных материалов,1
Разработчик образовательных программ и материалов,key_skills_uniques,Дистанционное обучение,1
Разработчик образовательных программ и материалов,key_skills_uniques,Преподаватель,1
Разработчик образовательных программ и материалов,key_skills_uniques,Креативность,1
Разработчик программного обеспечения | Middle full-stack developer (.NET Core/C#),salary_from_uniques,100000.0,1
Разработчик программного обеспечения | Middle full-stack developer (.NET Core/C#),salary_to_uniques,140000.0,1
Разработчик программного обеспечения | Middle full-stack developer (.NET Core/C#),experience_uniques,От 1 года до 3 лет,1
Разработчик программного обеспечения | Middle full-stack developer (.NET Core/C#),employment_uniques,Полная занятость,1
Разработчик программного обеспечения | Middle full-stack developer (.NET Core/C#),schedule_uniques,Полный день,1
Разработчик программного обеспечения | Middle full-stack developer (.NET Core/C#),key_skills_uniques,.NET Core,1
Разработчик программного обеспечения | Middle full-stack developer (.NET Core/C#),key_skills_uniques,Entity Framework,1
Разработчик программного обеспечения | Middle full-stack developer (.NET Core/C#),key_skills_uniques,Angular,1
Разработчик программного обеспечения | Middle full-stack developer (.NET Core/C#),key_skills_uniques,C#,1
Разработчик программного обеспечения | Middle full-stack developer (.NET Core/C#),key_skills_uniques,Azure DevOps Server,1
Разработчик программного обеспечения | Middle full-stack developer (.NET Core/C#),key_skills_uniques,MS SQL Server,1
Разработчик программного обеспечения | Middle full-stack developer (.NET Core/C#),key_skills_uniques,ASP.NET Core,1
Разработчик программного обеспечения | Middle full-stack developer (.NET Core/C#),key_skills_uniques,Blazor,1
Разработчик программного обеспечения | Middle full-stack developer (.NET Core/C#),key_skills_uniques,TFS,1
Разработчик программного обеспечения | Middle full-stack developer (.NET Core/C#),key_skills_uniques,MS Visual Studio,1
Разработчик программного обеспечения для мобильных устройств,experience_uniques,От 1 года до 3 лет,1
Разработчик программного обеспечения для мобильных устройств,employment_uniques,Частичная занятость,1
Разработчик программного обеспечения для мобильных устройств,schedule_uniques,Удаленная работа,1
Разработчик систем компьютерного зрения (Senior Computer Vision software engineer),experience_uniques,От 1 года до 3 лет,1
Разработчик систем компьютерного зрения (Senior Computer Vision software engineer),employment_uniques,Полная занятость,1
Разработчик систем компьютерного зрения (Senior Computer Vision software engineer),schedule_uniques,Полный день,1
Разработчик систем компьютерного зрения (Senior Computer Vision software engineer),key_skills_uniques,Pascal,1
Разработчик систем компьютерного зрения (Senior Computer Vision software engineer),key_skills_uniques,Statistica,1
Разработчик систем компьютерного зрения (Senior Computer Vision software engineer),key_skills_uniques,Английский язык,1
Разработчик систем компьютерного зрения (Senior Computer Vision software engineer),key_skills_uniques,MATLAB,1
Разработчик учебных курсов,salary_from_uniques,70000.0,1
Разработчик учебных курсов,salary_to_uniques,0.0,1
Разработчик учебных курсов,experience_uniques,От 1 года до 3 лет,1
Разработчик учебных курсов,employment_uniques,Полная занятость,1
Разработчик учебных курсов,schedule_uniques,Полный день,1
Разработчик электронных курсов (eLearning),salary_from_uniques,70000.0,1
Разработчик электронных курсов (eLearning),salary_to_uniques,0.0,1
Разработчик электронных курсов (eLearning),experience_uniques,Нет опыта,1
Разработчик электронных курсов (eLearning),employment_uniques,Проектная работа,1
Разработчик электронных курсов (eLearning),schedule_uniques,Удаленная работа,1
Разработчик-аналитик BI (SSRS),salary_from_uniques,160000.0,1
Разработчик-аналитик BI (SSRS),salary_to_uniques,0.0,1
Разработчик-аналитик BI (SSRS),experience_uniques,От 3 до 6 лет,1
Разработчик-аналитик BI (SSRS),employment_uniques,Полная занятость,1
Разработчик-аналитик BI (SSRS),schedule_uniques,Полный день,1
Разработчик-аналитик BI (SSRS),key_skills_uniques,SQL,1
Разработчик-аналитик BI (SSRS),key_skills_uniques,Transact-SQL,1
Разработчик-аналитик BI (SSRS),key_skills_uniques,SSRS,1
Разработчик-аналитик BI (SSRS),key_skills_uniques,ETL,1
Разработчик-аналитик BI (SSRS),key_skills_uniques,MS Excel,1
Разработчик-аналитик BI (SSRS),key_skills_uniques,SSIS,1
Разработчик-программист MS SQL,experience_uniques,От 1 года до 3 лет,1
Разработчик-программист MS SQL,employment_uniques,Полная занятость,1
Разработчик-программист MS SQL,schedule_uniques,Полный день,1
Разработчик/ Программист ELMA,experience_uniques,От 1 года до 3 лет,1
Разработчик/ Программист ELMA,employment_uniques,Полная занятость,1
Разработчик/ Программист ELMA,schedule_uniques,Удаленная работа,1
Разработчик/Программист,salary_from_uniques,100000.0,1
Разработчик/Программист,salary_to_uniques,150000.0,1
Разработчик/Программист,experience_uniques,От 1 года до 3 лет,1
Разработчик/Программист,employment_uniques,Полная занятость,1
Разработчик/Программист,schedule_uniques,Полный день,1
Разработчик/Программист,key_skills_uniques,SQL,1
Разработчик/Программист,key_skills_uniques,Oracle Pl/SQL,1
Разработчи‎к PHP / Программист,experience_uniques,От 1 года до 3 лет,1
Разработчи‎к PHP / Программист,employment_uniques,Полная занятость,1
Разработчи‎к PHP / Программист,schedule_uniques,Полный день,1
Разработчи‎к PHP / Программист,key_skills_uniques,JavaScript,1
Разработчи‎к PHP / Программист,key_skills_uniques,Администрирование серверов,1
Разработчи‎к PHP / Программист,key_skills_uniques,Linux,1
Разработчи‎к PHP / Программист,key_skills_uniques,Codeigniter,1
Разработчи‎к PHP / Программист,key_skills_uniques,PHP,1
Разработчи‎к PHP / Программист,key_skills_uniques,Codelgniter Framework,1
Разработчи‎к PHP / Программист,key_skills_uniques,Http Server,1
Разработчи‎к PHP / Программист,key_skills_uniques,MySQL,1
Разработчи‎к PHP / Программист,key_skills_uniques,Веб-программирование,1
Разработчи‎к PHP / Программист,key_skills_uniques,Настройка серверов,1
Разработчи‎к PHP / Программист,key_skills_uniques,jQuery,1
Руководитель службы АСУ ТП/Инженер-программист приводных систем,salary_from_uniques,120000.0,1
Руководитель службы АСУ ТП/Инженер-программист приводных систем,salary_to_uniques,0.0,1
Руководитель службы АСУ ТП/Инженер-программист приводных систем,experience_uniques,От 3 до 6 лет,1
Руководитель службы АСУ ТП/Инженер-программист приводных систем,employment_uniques,Полная занятость,1
Руководитель службы АСУ ТП/Инженер-программист приводных систем,schedule_uniques,Полный день,1
С# Программист (Gamedev),experience_uniques,От 1 года до 3 лет,1
С# Программист (Gamedev),employment_uniques,Полная занятость,1
С# Программист (Gamedev),schedule_uniques,Полный день,1
С# Программист (Gamedev),key_skills_uniques,разработка игровой логики,1
С# Программист (Gamedev),key_skills_uniques,Git,1
С# Программист (Gamedev),key_skills_uniques,NoSQL,1
С# Программист (Gamedev),key_skills_uniques,C#,1
С# Программист (Gamedev),key_skills_uniques,клиент-серверная архитектура,1
С# Программист (Gamedev),key_skills_uniques,система контроля версий,1
С# Программист (Gamedev),key_skills_uniques,баг-трекинг,1
С# Программист (Gamedev),key_skills_uniques,проектирование БД,1
С# Программист (Gamedev),key_skills_uniques,ООП,1
С# Программист (Gamedev),key_skills_uniques,Mercurial,1
С++ программист,salary_from_uniques,130000.0,1
С++ программист,salary_from_uniques,80000.0,1
С++ программист,salary_to_uniques,210000.0,1
С++ программист,salary_to_uniques,0.0,1
С++ программист,experience_uniques,От 3 до 6 лет,1
С++ программист,experience_uniques,Нет опыта,1
С++ программист,employment_uniques,Полная занятость,2
С++ программист,schedule_uniques,Полный день,2
С++ программист,key_skills_uniques,STL,2
С++ программист,key_skills_uniques,C++,2
С++ программист,key_skills_uniques,ffmpeg,1
С++ программист,key_skills_uniques,Boost,1
С++ программист,key_skills_uniques,OpenSSL,1
С++ программист,key_skills_uniques,C#,1
С++ программист,key_skills_uniques,Intel Media SDK,1
С++ программист,key_skills_uniques,PostgreSQL,1
С++ программист,key_skills_uniques,MS SQL Server,1
С++ программист,key_skills_uniques,ООП,1
С++ программист,key_skills_uniques,CryptoPP,1
С++ программист,key_skills_uniques,RabbitMQ,1
С++ программист,key_skills_uniques,C/C++,1
С++ программист,key_skills_uniques,MS Visual Studio,1
С++ программист,key_skills_uniques,Elasticsearch,1
С++ программист,key_skills_uniques,MFC,1
С++ программист,key_skills_uniques,Qt,1
С/С++ разработчик,experience_uniques,От 3 до 6 лет,1
С/С++ разработчик,employment_uniques,Полная занятость,1
С/С++ разработчик,schedule_uniques,Полный день,1
С/С++ разработчик,key_skills_uniques,Git,1
С/С++ разработчик,key_skills_uniques,Qt,1
С/С++ разработчик,key_skills_uniques,STL,1
С/С++ разработчик,key_skills_uniques,Linux,1
С/С++ разработчик,key_skills_uniques,C++,1
Серверный программист C#,salary_from_uniques,190000.0,1
Серверный программист C#,salary_to_uniques,220000.0,1
Серверный программист C#,experience_uniques,Нет опыта,1
Серверный программист C#,employment_uniques,Полная занятость,1
Серверный программист C#,schedule_uniques,Полный день,1
Серверный программист C#,key_skills_uniques,RabbitMQ,1
Серверный программист C#,key_skills_uniques,C#,1
Серверный программист C#,key_skills_uniques,Linux,1
Серверный программист C#,key_skills_uniques,SQL,1
Системный программист Linux,salary_from_uniques,135000.0,1
Системный программист Linux,salary_to_uniques,240000.0,1
Системный программист Linux,experience_uniques,Более 6 лет,1
Системный программист Linux,experience_uniques,От 3 до 6 лет,1
Системный программист Linux,employment_uniques,Полная занятость,2
Системный программист Linux,schedule_uniques,Полный день,2
Системный программист Linux,key_skills_uniques,C/C++,2
Системный программист Linux,key_skills_uniques,Assembler,2
Системный программист Linux,key_skills_uniques,Linux,2
Системный программист Linux,key_skills_uniques,Git,1
Системный программист Linux,key_skills_uniques,TCP/IP,1
Системный программист Linux,key_skills_uniques,Английский язык,1
Системный программист Linux,key_skills_uniques,Математическое программирование,1
Системный программист С/С++,experience_uniques,От 3 до 6 лет,1
Системный программист С/С++,employment_uniques,Полная занятость,1
Системный программист С/С++,schedule_uniques,Полный день,1
Системный программист С/С++,key_skills_uniques,ООП,1
Системный программист С/С++,key_skills_uniques,Atlassian Jira,1
Системный программист С/С++,key_skills_uniques,Transact-SQL,1
Системный программист С/С++,key_skills_uniques,Git,1
Системный программист С/С++,key_skills_uniques,Multithread Programming,1
Системный программист С/С++,key_skills_uniques,C/C++,1
Системный программист С/С++,key_skills_uniques,MS Visual C++,1
Специалист по разработке ПО/ЦФТ разработчик,experience_uniques,От 3 до 6 лет,1
